% This file contains an extracted local summary of land-surface 
% temperature results produced by the Berkeley Earth averaging 
% method for the location: 
% 
%    45.81 N, 5.77 E
% 
% The Berkeley Earth method takes temperature observations from a large 
% collection of weather monitoring stations and produces an estimate of 
% the underlying global temperature field across all of the Earth's 
% land areas.  Once this temperature field has been generated, it is 
% possible to estimate the temperature evolution of individual locations 
% simply by sampling the field at the locaiton in question.  This 
% file contains such a local estimate.
% 
% Temperatures are in Celsius and reported as anomalies relative to the 
% Jan 1951-Dec 1980 average.  Uncertainties represent the 95% confidence 
% interval for statistical noise and spatial undersampling effects.  Such 
% uncertainties are expected to account for the effects of random 
% noise as well as random biases affecting station trends and random 
% shifts in station baselines.  The analysis framework is expected to be 
% robust against most forms of bias; however, the impact of some forms of 
% possible systematic bias is still being studied.
% 
% The current dataset presented here is described as: 
% 
%   Berkeley Earth analysis for mean temperature on complete dataset
% 
% 
% This analysis was run on 06-Jan-2021 15:35:34
% 
% Global results are based on 50564 time series 
%   with 20694236 data points
% 
% The current location is characterized by: 
%%   Location: 45.81 N, 5.77 E
%%   Country: France
%%   Nearby Cities: Lyon, Geneva, Grenoble, Villeurbanne, Chambéry, Vénissieux
%%   Percent water in local neighborhood: 0.0 %
%%   Temperature stations within 200 km: 113
%%   Temperature obeservations within 200 km: 70217
% 
% Note that all results reported here are derived from the full field 
% analysis and may use information from stations a great distance from the 
% target location when more local sources are not available.  In general, 
% the temperature anomaly field has significant correlation extending over 
% greater than 1000 km, which allows even distant stations to provide some 
% insight at times when local coverage may be lacking. 
% 
%% Estimated Jan 1951-Dec 1980 absolute temperature (C): 8.54 +/- 0.83
% 
% Estimated Jan 1951-Dec 1980 monthly absolute temperature (C):
%      Jan    Feb    Mar    Apr    May    Jun    Jul    Aug    Sep    Oct    Nov    Dec
%%      -0.37   1.29   4.43   7.60  11.97  15.35  17.58  16.87  14.04   9.13   4.00   0.60
%% +/-   0.96   0.85   0.85   0.85   0.85   0.86   0.89   0.88   0.85   0.83   0.89   0.99
% 
% For each month, we report the estimated land-surface anomaly for that 
% month and its uncertainty.  We also report the corresponding values for 
% year, five-year, ten-year, and twenty-year moving averages CENTERED about 
% that month (rounding down if the center is in between months).  For example, 
% the annual average from January to December 1950 is reported at June 1950. 
% 
% Values are reported as missing (i.e. NaN) when station coverage near 
% this location becomes too low.  Time averages over intervals with some 
% missing data will be reported as long as at least 75% of the necessary 
% values are available.
% 
%                  Monthly          Annual          Five-year        Ten-year        Twenty-year
% Year, Month,  Anomaly, Unc.,   Anomaly, Unc.,   Anomaly, Unc.,   Anomaly, Unc.,   Anomaly, Unc.
YearMonth;AnomalyMonth;AnomalyMonthErr;AnomalyYear;AnomalyYearErr;AnomalyFive;AnomalyFiveErr;AnomlyTen;AnomalyTenErr;AnomalyTwenty;AnomalyTwentyErr
1963-09;-0.296;0.435;-0.207;0.153;-0.156;0.063;0.099;0.060;-0.014;0.044
1963-10;-0.083;0.418;-0.191;0.133;-0.178;0.060;0.123;0.062;-0.022;0.043
1963-11;2.666;0.495;-0.012;0.126;-0.155;0.060;0.124;0.062;-0.021;0.043
1963-12;-2.789;0.887;0.124;0.133;-0.151;0.057;0.108;0.060;-0.035;0.043
1964-01;-1.790;0.701;0.226;0.103;-0.165;0.053;0.113;0.060;-0.013;0.043
1964-02;1.395;0.279;0.353;0.108;-0.179;0.054;0.088;0.064;0.003;0.044
1964-03;-0.858;0.210;0.450;0.073;-0.214;0.053;0.068;0.064;0.006;0.044
1964-04;1.015;0.370;0.322;0.051;-0.195;0.049;0.061;0.065;0.009;0.044
1964-05;1.657;0.193;0.156;0.089;-0.230;0.047;0.063;0.064;0.009;0.045
1964-06;1.354;0.146;0.308;0.051;-0.243;0.046;0.041;0.063;0.003;0.044
1964-07;1.869;0.390;0.500;0.091;-0.278;0.045;0.029;0.062;0.008;0.043
1964-08;0.091;0.291;0.125;0.092;-0.244;0.042;0.025;0.063;0.019;0.042
1964-09;0.873;0.281;0.165;0.105;-0.175;0.038;0.018;0.063;0.015;0.042
1964-10;-1.626;0.300;0.023;0.102;-0.181;0.038;0.028;0.061;-0.006;0.042
1964-11;0.685;0.388;-0.134;0.105;-0.165;0.037;0.036;0.061;-0.009;0.042
1964-12;-0.976;0.145;-0.199;0.105;-0.169;0.038;-0.010;0.058;-0.008;0.044
1965-01;0.521;0.576;-0.462;0.087;-0.131;0.039;0.000;0.057;-0.003;0.044
1965-02;-3.102;0.329;-0.537;0.082;-0.157;0.042;-0.011;0.059;0.003;0.043
1965-03;-0.383;0.273;-0.787;0.074;-0.167;0.045;-0.045;0.056;0.004;0.042
1965-04;-0.684;0.233;-0.584;0.068;-0.130;0.051;-0.061;0.055;-0.001;0.042
1965-05;-0.228;0.332;-0.640;0.110;-0.088;0.050;-0.080;0.055;-0.003;0.041
1965-06;0.577;0.317;-0.444;0.152;-0.068;0.050;-0.078;0.053;-0.009;0.041
1965-07;-1.288;0.319;-0.568;0.132;-0.008;0.053;-0.065;0.052;-0.008;0.041
1965-08;-0.813;0.273;-0.003;0.152;0.083;0.061;-0.053;0.053;-0.003;0.042
1965-09;-2.127;0.228;-0.039;0.133;0.096;0.058;-0.030;0.051;0.002;0.042
1965-10;0.809;0.439;0.156;0.146;0.104;0.056;-0.030;0.049;0.002;0.041
1965-11;0.019;0.571;0.233;0.163;0.096;0.056;-0.027;0.048;0.003;0.041
1965-12;1.369;0.578;0.273;0.174;0.095;0.053;-0.034;0.046;-0.011;0.040
1966-01;-0.966;0.286;0.249;0.171;0.079;0.057;-0.049;0.043;-0.015;0.039
1966-02;3.679;0.310;0.244;0.191;0.075;0.059;-0.080;0.042;0.017;0.040
1966-03;-0.816;0.224;0.539;0.197;0.061;0.067;-0.128;0.042;0.016;0.039
1966-04;1.655;0.300;0.648;0.209;0.099;0.074;-0.134;0.042;0.020;0.038
1966-05;0.694;0.247;0.461;0.183;0.055;0.069;-0.121;0.043;0.022;0.039
1966-06;1.066;0.382;0.376;0.176;0.088;0.079;-0.137;0.044;0.042;0.039
1966-07;-1.580;0.307;0.456;0.173;0.135;0.090;-0.120;0.044;0.051;0.039
1966-08;-0.874;0.323;0.232;0.162;0.070;0.092;-0.106;0.044;0.055;0.039
1966-09;1.409;0.380;0.419;0.163;0.085;0.096;-0.139;0.044;0.045;0.039
1966-10;2.123;0.388;0.241;0.141;0.066;0.094;-0.140;0.044;0.053;0.039
1966-11;-2.227;0.220;0.163;0.154;0.050;0.093;-0.153;0.044;0.060;0.039
1966-12;0.355;0.588;0.012;0.150;-0.003;0.091;-0.160;0.045;0.054;0.038
1967-01;-0.015;0.288;0.295;0.145;-0.024;0.087;-0.171;0.043;0.063;0.040
1967-02;0.999;0.264;0.407;0.142;-0.028;0.094;-0.147;0.042;0.063;0.039
1967-03;1.422;0.172;0.252;0.133;-0.035;0.095;-0.113;0.040;0.059;0.039
1967-04;-0.474;0.307;0.284;0.127;0.015;0.089;-0.116;0.041;0.054;0.038
1967-05;-0.251;0.255;0.535;0.110;0.013;0.097;-0.112;0.041;0.059;0.038
1967-06;-0.742;0.117;0.340;0.091;-0.036;0.093;-0.119;0.040;0.054;0.038
1967-07;1.819;0.194;0.259;0.075;-0.028;0.093;-0.119;0.040;0.051;0.039
1967-08;0.465;0.271;0.238;0.077;0.019;0.096;-0.142;0.040;0.047;0.039
1967-09;-0.451;0.215;0.144;0.070;-0.021;0.089;-0.169;0.039;0.044;0.039
1967-10;2.513;0.327;0.290;0.069;-0.038;0.088;-0.177;0.041;0.051;0.041
1967-11;0.784;0.262;0.228;0.084;-0.045;0.093;-0.155;0.041;0.050;0.042
1967-12;-1.983;0.251;0.263;0.099;-0.029;0.097;-0.128;0.039;0.057;0.042
1968-01;-0.998;0.382;0.086;0.099;-0.011;0.094;-0.092;0.039;0.057;0.041
1968-02;0.750;0.317;-0.091;0.111;0.014;0.101;-0.067;0.039;0.047;0.041
1968-03;0.300;0.195;-0.150;0.111;0.066;0.094;-0.073;0.038;0.058;0.040
1968-04;1.270;0.277;-0.176;0.113;0.043;0.090;-0.100;0.037;0.060;0.040
1968-05;-0.986;0.279;-0.240;0.114;0.074;0.086;-0.087;0.038;0.047;0.041
1968-06;-0.332;0.260;-0.138;0.106;0.027;0.076;-0.079;0.037;0.046;0.042
1968-07;-0.300;0.204;0.028;0.123;0.020;0.062;-0.087;0.038;0.043;0.042
1968-08;-1.660;0.165;-0.242;0.134;-0.047;0.056;-0.060;0.041;0.035;0.042
1968-09;-1.160;0.253;-0.263;0.147;-0.100;0.053;-0.049;0.045;0.026;0.041
1968-10;2.205;0.264;-0.379;0.158;-0.091;0.051;-0.057;0.046;0.026;0.041
1968-11;0.012;0.297;-0.239;0.148;-0.088;0.053;-0.080;0.044;0.023;0.040
1968-12;-0.756;0.270;-0.362;0.133;-0.123;0.056;-0.061;0.050;0.026;0.040
1969-01;0.997;0.401;-0.287;0.116;-0.075;0.059;-0.018;0.056;0.016;0.039
1969-02;-2.497;0.356;-0.164;0.119;-0.033;0.056;-0.017;0.056;0.018;0.039
1969-03;0.053;0.318;-0.026;0.128;-0.065;0.052;0.003;0.056;0.010;0.040
1969-04;-0.122;0.200;-0.099;0.105;-0.085;0.052;-0.006;0.055;0.001;0.040
1969-05;0.694;0.133;-0.053;0.148;-0.076;0.051;-0.026;0.057;-0.001;0.041
1969-06;-1.812;0.158;-0.316;0.120;-0.076;0.051;-0.044;0.058;-0.001;0.041
1969-07;0.598;0.352;-0.315;0.146;-0.064;0.048;-0.063;0.056;-0.009;0.040
1969-08;-0.186;0.194;-0.129;0.138;-0.049;0.047;-0.053;0.058;-0.014;0.039
1969-09;0.502;0.391;-0.365;0.108;-0.051;0.047;-0.067;0.057;-0.019;0.038
1969-10;1.329;0.297;-0.496;0.118;-0.050;0.048;-0.091;0.055;-0.013;0.039
1969-11;0.559;0.500;-0.608;0.121;-0.060;0.049;-0.094;0.059;-0.014;0.039
1969-12;-3.906;0.480;-0.329;0.138;-0.069;0.047;-0.066;0.065;-0.014;0.039
1970-01;1.003;0.584;-0.397;0.113;-0.108;0.046;-0.044;0.064;-0.015;0.039
1970-02;-0.255;0.422;-0.324;0.124;-0.127;0.046;-0.009;0.065;-0.010;0.039
1970-03;-2.782;0.353;-0.283;0.092;-0.171;0.043;-0.016;0.062;-0.018;0.038
1970-04;-1.700;0.282;-0.442;0.096;-0.225;0.042;-0.011;0.060;-0.025;0.036
1970-05;-0.641;0.213;-0.333;0.084;-0.222;0.040;-0.015;0.060;-0.038;0.035
1970-06;1.530;0.326;-0.126;0.086;-0.187;0.036;-0.030;0.062;-0.050;0.035
1970-07;-0.221;0.231;-0.329;0.097;-0.177;0.033;-0.016;0.062;-0.050;0.034
1970-08;0.692;0.315;-0.337;0.131;-0.218;0.029;-0.000;0.067;-0.043;0.033
1970-09;1.003;0.306;-0.436;0.131;-0.242;0.030;0.026;0.069;-0.031;0.032
1970-10;-0.589;0.135;-0.111;0.133;-0.304;0.032;0.007;0.067;-0.033;0.031
1970-11;1.872;0.393;0.017;0.140;-0.270;0.032;0.006;0.063;-0.043;0.029
1970-12;-1.422;0.448;-0.199;0.144;-0.253;0.029;-0.013;0.057;-0.049;0.028
1971-01;-1.433;0.732;-0.069;0.126;-0.254;0.029;-0.001;0.056;-0.057;0.027
1971-02;-0.349;0.331;0.006;0.127;-0.194;0.033;-0.026;0.054;-0.081;0.027
1971-03;-3.971;0.424;-0.118;0.128;-0.159;0.034;-0.024;0.052;-0.078;0.027
1971-04;2.196;0.156;0.007;0.130;-0.214;0.031;-0.040;0.048;-0.084;0.027
1971-05;0.901;0.254;-0.290;0.168;-0.215;0.033;-0.034;0.049;-0.083;0.027
1971-06;-1.062;0.247;-0.140;0.189;-0.210;0.032;-0.019;0.048;-0.086;0.027
1971-07;1.330;0.221;0.039;0.109;-0.170;0.032;0.006;0.045;-0.088;0.027
1971-08;1.590;0.289;0.223;0.066;-0.104;0.029;0.010;0.041;-0.086;0.026
1971-09;-0.478;0.309;0.666;0.067;-0.079;0.025;-0.014;0.040;-0.099;0.026
1971-10;0.903;0.302;0.444;0.068;-0.079;0.026;-0.027;0.040;-0.103;0.026
1971-11;-1.687;0.347;0.299;0.077;-0.101;0.029;-0.011;0.040;-0.104;0.025
1971-12;0.375;0.678;0.280;0.077;-0.086;0.033;-0.022;0.038;-0.108;0.026
1972-01;0.714;0.454;0.130;0.073;-0.102;0.032;-0.012;0.038;-0.106;0.025
1972-02;1.868;0.615;-0.061;0.063;-0.077;0.031;0.002;0.037;-0.097;0.024
1972-03;1.342;0.413;-0.277;0.060;-0.100;0.030;0.010;0.037;-0.089;0.023
1972-04;-0.466;0.215;-0.415;0.056;-0.197;0.033;0.007;0.037;-0.090;0.021
1972-05;-0.841;0.216;-0.193;0.080;-0.200;0.034;0.002;0.034;-0.082;0.021
1972-06;-1.293;0.273;-0.217;0.125;-0.097;0.053;-0.001;0.034;-0.074;0.020
1972-07;-0.469;0.223;-0.309;0.092;-0.060;0.051;-0.023;0.034;-0.064;0.019
1972-08;-0.703;0.233;-0.604;0.102;-0.037;0.052;-0.037;0.033;-0.073;0.020
1972-09;-3.064;0.388;-0.813;0.088;-0.011;0.055;-0.045;0.031;-0.067;0.018
1972-10;-0.760;0.245;-0.980;0.097;0.015;0.052;-0.050;0.032;-0.069;0.018
1972-11;0.983;0.289;-0.819;0.076;0.015;0.051;-0.056;0.035;-0.056;0.018
1972-12;0.087;0.439;-0.654;0.073;-0.031;0.052;-0.029;0.036;-0.039;0.020
1973-01;-0.397;0.269;-0.645;0.090;-0.022;0.054;-0.019;0.038;-0.012;0.021
1973-02;-1.663;0.364;-0.427;0.128;-0.015;0.058;-0.027;0.036;-0.003;0.021
1973-03;-1.167;0.232;-0.092;0.145;-0.015;0.065;-0.027;0.038;0.001;0.020
1973-04;-2.473;0.185;-0.118;0.140;-0.029;0.065;-0.050;0.038;-0.003;0.021
1973-05;1.093;0.208;-0.205;0.123;-0.063;0.064;-0.051;0.040;-0.008;0.021
1973-06;0.689;0.237;-0.251;0.110;-0.054;0.066;-0.055;0.041;-0.002;0.019
1973-07;-0.364;0.441;0.065;0.119;-0.022;0.075;-0.060;0.041;0.014;0.019
1973-08;1.908;0.647;0.327;0.116;-0.005;0.077;-0.055;0.041;0.027;0.019
1973-09;0.962;0.257;0.553;0.136;0.053;0.075;-0.048;0.040;0.032;0.020
1973-10;-1.074;0.304;0.750;0.170;0.011;0.070;-0.071;0.039;0.033;0.020
1973-11;-0.059;0.212;0.603;0.188;0.019;0.070;-0.078;0.040;0.023;0.019
1973-12;-0.461;0.344;0.474;0.196;0.084;0.068;-0.056;0.041;0.037;0.021
1974-01;3.388;0.418;0.470;0.167;0.086;0.064;-0.081;0.038;0.047;0.024
1974-02;1.482;0.234;0.423;0.144;0.054;0.056;-0.053;0.037;0.035;0.024
1974-03;1.549;0.392;0.271;0.152;0.037;0.058;-0.047;0.038;0.031;0.024
1974-04;-0.110;0.325;-0.013;0.143;0.031;0.063;-0.058;0.036;0.025;0.022
1974-05;-0.668;0.384;0.021;0.166;0.054;0.071;-0.066;0.038;0.006;0.022
1974-06;-0.869;0.411;0.250;0.215;0.033;0.079;-0.044;0.040;-0.001;0.021
1974-07;-0.403;0.217;0.234;0.233;0.040;0.075;-0.047;0.039;-0.006;0.020
1974-08;1.341;0.220;0.205;0.229;0.054;0.070;-0.053;0.038;-0.005;0.021
1974-09;-0.868;0.383;-0.028;0.221;0.070;0.064;-0.056;0.035;-0.015;0.020
1974-10;-4.482;0.157;-0.027;0.191;0.065;0.066;-0.054;0.036;-0.007;0.020
1974-11;0.348;0.523;-0.026;0.172;0.064;0.062;-0.063;0.036;0.002;0.020
1974-12;2.292;0.832;-0.055;0.164;0.068;0.061;-0.018;0.039;0.009;0.020
1975-01;3.190;0.394;0.005;0.179;0.062;0.061;-0.030;0.037;-0.015;0.017
1975-02;1.140;0.241;-0.014;0.209;0.052;0.062;-0.009;0.036;-0.003;0.015
1975-03;-1.247;0.130;0.139;0.217;0.082;0.060;0.010;0.037;-0.009;0.014
1975-04;-0.100;0.273;0.394;0.208;0.125;0.062;0.011;0.037;-0.003;0.014
1975-05;-0.655;0.249;0.354;0.177;0.110;0.063;0.004;0.035;-0.005;0.014
1975-06;-1.213;0.524;0.089;0.092;0.129;0.059;-0.021;0.037;-0.011;0.014
1975-07;0.309;0.263;-0.135;0.078;0.140;0.060;-0.035;0.038;0.001;0.015
1975-08;1.118;0.505;-0.177;0.080;0.163;0.057;-0.033;0.040;0.005;0.016
1975-09;0.970;0.363;-0.115;0.056;0.189;0.061;-0.033;0.040;0.022;0.014
1975-10;-1.430;0.171;-0.130;0.078;0.205;0.061;-0.036;0.041;0.024;0.013
1975-11;-0.122;0.262;0.036;0.096;0.167;0.066;-0.059;0.040;0.012;0.013
1975-12;-0.898;0.365;0.375;0.101;0.143;0.069;-0.064;0.041;0.012;0.013
1976-01;0.503;0.099;0.469;0.097;0.134;0.064;-0.065;0.043;0.017;0.014
1976-02;0.645;0.325;0.351;0.147;0.085;0.054;-0.081;0.043;-0.016;0.014
1976-03;-0.504;0.577;0.143;0.172;0.063;0.050;-0.028;0.046;-0.015;0.013
1976-04;-0.284;0.425;0.306;0.153;0.071;0.051;-0.033;0.044;-0.030;0.014
1976-05;1.342;0.285;0.291;0.147;0.059;0.053;-0.044;0.046;-0.024;0.014
1976-06;2.854;0.209;0.292;0.149;0.098;0.059;-0.035;0.046;-0.025;0.015
1976-07;1.435;0.573;0.348;0.142;0.008;0.058;-0.057;0.046;-0.016;0.015
1976-08;-0.300;0.448;0.520;0.135;-0.002;0.059;-0.066;0.043;-0.010;0.015
1976-09;-1.531;0.131;0.751;0.133;-0.016;0.066;-0.058;0.043;-0.013;0.016
1976-10;0.537;0.233;0.710;0.103;-0.038;0.065;-0.066;0.045;-0.013;0.015
1976-11;-0.305;0.262;0.527;0.088;-0.030;0.066;-0.054;0.045;0.000;0.014
1976-12;-0.886;0.332;0.201;0.085;-0.002;0.065;-0.056;0.049;0.000;0.014
1977-01;1.175;0.428;0.012;0.057;0.008;0.064;-0.040;0.047;-0.014;0.015
1977-02;2.701;0.240;-0.071;0.074;-0.029;0.065;-0.048;0.044;-0.019;0.016
1977-03;2.276;0.302;-0.053;0.088;-0.012;0.061;-0.066;0.044;-0.033;0.017
1977-04;-0.772;0.266;0.055;0.092;0.088;0.060;-0.064;0.043;-0.024;0.016
1977-05;-0.861;0.312;0.090;0.092;0.073;0.058;-0.052;0.041;-0.032;0.017
1977-06;-1.062;0.320;0.266;0.089;0.061;0.060;-0.030;0.041;-0.033;0.017
1977-07;-0.826;0.178;0.189;0.096;0.000;0.058;-0.009;0.039;-0.037;0.017
1977-08;-1.297;0.227;-0.059;0.091;0.018;0.060;-0.003;0.040;-0.035;0.019
1977-09;-1.311;0.381;-0.217;0.096;0.031;0.062;0.036;0.039;-0.021;0.018
1977-10;1.828;0.400;-0.278;0.088;0.007;0.065;0.039;0.039;-0.024;0.020
1977-11;0.113;0.354;-0.307;0.111;-0.006;0.065;0.043;0.040;-0.025;0.020
1977-12;1.229;0.568;-0.279;0.109;-0.011;0.065;0.051;0.041;-0.009;0.019
1978-01;0.253;0.133;-0.287;0.130;-0.048;0.064;0.069;0.039;0.011;0.020
1978-02;-0.285;0.247;-0.263;0.118;-0.051;0.072;0.062;0.038;0.008;0.021
1978-03;0.389;0.251;-0.186;0.134;-0.050;0.076;0.075;0.038;0.004;0.022
1978-04;-1.508;0.205;-0.384;0.106;-0.042;0.076;0.095;0.038;0.005;0.022
1978-05;-1.204;0.361;-0.463;0.094;-0.055;0.072;0.071;0.039;0.014;0.023
1978-06;-0.737;0.292;-0.409;0.089;-0.075;0.069;0.075;0.038;0.015;0.023
1978-07;-0.912;0.371;-0.593;0.098;-0.108;0.070;0.116;0.035;0.018;0.023
1978-08;-1.010;0.176;-0.497;0.116;-0.158;0.069;0.113;0.033;0.031;0.023
1978-09;-0.392;0.384;-0.472;0.115;-0.108;0.071;0.113;0.033;0.036;0.023
1978-10;-0.549;0.226;-0.464;0.117;-0.077;0.069;0.124;0.034;0.034;0.023
1978-11;-0.832;0.249;-0.381;0.133;-0.108;0.070;0.126;0.033;0.030;0.024
1978-12;1.883;0.465;-0.253;0.141;-0.154;0.071;0.135;0.034;0.037;0.024
1979-01;-1.964;0.432;-0.157;0.125;-0.200;0.067;0.112;0.036;0.038;0.024
1979-02;0.879;0.214;-0.147;0.127;-0.186;0.063;0.086;0.038;0.055;0.024
1979-03;0.680;0.268;-0.105;0.120;-0.152;0.067;0.058;0.041;0.066;0.025
1979-04;-1.409;0.155;0.067;0.132;-0.163;0.071;0.056;0.042;0.063;0.025
1979-05;-0.208;0.407;0.093;0.128;-0.162;0.069;0.039;0.043;0.069;0.025
1979-06;0.796;0.315;0.065;0.114;-0.144;0.069;0.042;0.043;0.077;0.026
1979-07;0.243;0.247;0.193;0.116;-0.121;0.071;0.052;0.044;0.082;0.026
1979-08;-0.886;0.321;0.305;0.115;-0.149;0.067;0.042;0.046;0.089;0.027
1979-09;0.106;0.241;0.209;0.102;-0.203;0.071;0.038;0.047;0.088;0.027
1979-10;1.518;0.305;0.198;0.107;-0.192;0.070;0.077;0.048;0.088;0.027
1979-11;-0.520;0.218;0.093;0.112;-0.169;0.070;0.098;0.045;0.084;0.028
1979-12;1.546;0.316;-0.098;0.119;-0.128;0.070;0.084;0.050;0.107;0.028
1980-01;-0.426;0.275;-0.280;0.116;-0.079;0.071;0.014;0.053;0.106;0.030
1980-02;2.218;0.177;-0.127;0.130;-0.059;0.072;0.003;0.054;0.126;0.030
1980-03;-0.467;0.372;-0.049;0.133;-0.010;0.067;-0.002;0.052;0.146;0.029
1980-04;-1.539;0.499;-0.253;0.159;-0.047;0.070;0.005;0.050;0.150;0.031
1980-05;-1.473;0.276;-0.284;0.154;-0.025;0.070;0.004;0.050;0.163;0.030
1980-06;-1.498;0.348;-0.589;0.175;-0.028;0.073;0.007;0.050;0.156;0.032
1980-07;-1.938;0.238;-0.679;0.191;-0.002;0.072;0.018;0.052;0.162;0.031
1980-08;0.949;0.579;-1.057;0.194;-0.040;0.073;0.011;0.057;0.167;0.032
1980-09;1.044;0.148;-0.811;0.178;-0.039;0.073;0.019;0.059;0.162;0.032
1980-10;-0.932;0.227;-0.550;0.158;-0.016;0.073;0.041;0.059;0.174;0.032
1980-11;-0.894;0.308;-0.470;0.146;-0.024;0.073;0.017;0.059;0.167;0.032
1980-12;-2.114;0.275;-0.338;0.140;0.008;0.077;0.038;0.055;0.165;0.032
1981-01;-1.503;0.422;-0.287;0.137;0.099;0.074;0.035;0.057;0.176;0.030
1981-02;-2.325;0.217;-0.320;0.116;0.140;0.073;-0.006;0.058;0.171;0.030
1981-03;2.487;0.281;-0.368;0.117;0.164;0.072;-0.006;0.056;0.200;0.030
1981-04;1.595;0.309;-0.298;0.098;0.176;0.072;-0.020;0.054;0.188;0.030
1981-05;-0.511;0.287;-0.246;0.112;0.194;0.070;-0.014;0.056;0.177;0.031
1981-06;0.084;0.198;-0.056;0.095;0.172;0.075;-0.031;0.055;0.181;0.031
1981-07;-1.326;0.212;0.287;0.060;0.216;0.071;-0.037;0.053;0.184;0.031
1981-08;0.553;0.210;0.561;0.058;0.174;0.070;-0.030;0.051;0.191;0.031
1981-09;0.466;0.250;0.279;0.075;0.132;0.073;-0.012;0.052;0.203;0.030
1981-10;-0.088;0.235;0.135;0.078;0.149;0.075;0.000;0.053;0.197;0.029
1981-11;-0.274;0.340;0.219;0.109;0.107;0.077;0.012;0.052;0.205;0.030
1981-12;0.174;0.233;0.329;0.093;0.087;0.081;0.023;0.052;0.198;0.028
1982-01;2.606;0.293;0.614;0.105;0.095;0.083;-0.017;0.055;0.192;0.028
1982-02;0.968;0.338;0.560;0.109;0.113;0.082;-0.040;0.056;0.186;0.028
1982-03;-0.905;0.239;0.657;0.096;0.088;0.081;-0.075;0.056;0.185;0.028
1982-04;-0.130;0.377;0.633;0.116;0.067;0.086;-0.056;0.056;0.191;0.028
1982-05;0.494;0.298;0.776;0.099;0.122;0.085;-0.065;0.056;0.204;0.028
1982-06;1.414;0.269;0.847;0.097;0.107;0.092;-0.065;0.057;0.208;0.028
1982-07;2.090;0.216;0.781;0.091;0.027;0.096;-0.052;0.058;0.214;0.028
1982-08;-0.091;0.231;0.490;0.073;-0.013;0.097;-0.032;0.059;0.231;0.029
1982-09;1.630;0.133;0.599;0.084;-0.036;0.092;0.003;0.056;0.244;0.028
1982-10;-0.378;0.096;0.602;0.080;0.002;0.086;0.003;0.059;0.240;0.029
1982-11;1.445;0.344;0.420;0.090;0.015;0.082;0.007;0.060;0.245;0.030
1982-12;1.025;0.272;0.399;0.092;0.026;0.084;0.011;0.061;0.250;0.029
1983-01;1.815;0.430;0.604;0.082;0.084;0.083;0.040;0.060;0.261;0.028
1983-02;-2.531;0.152;0.734;0.072;0.072;0.079;0.044;0.059;0.262;0.029
1983-03;0.404;0.299;0.683;0.076;0.088;0.080;0.035;0.061;0.268;0.029
1983-04;-0.092;0.162;0.729;0.088;0.124;0.083;0.059;0.060;0.285;0.028
1983-05;-1.690;0.176;0.632;0.092;0.090;0.084;0.079;0.062;0.287;0.028
1983-06;1.164;0.380;0.591;0.122;0.150;0.077;0.085;0.064;0.290;0.028
1983-07;4.542;0.306;0.496;0.097;0.179;0.074;0.096;0.064;0.290;0.028
1983-08;1.480;0.271;0.571;0.078;0.145;0.080;0.116;0.063;0.287;0.030
1983-09;1.011;0.223;0.384;0.072;0.096;0.083;0.120;0.061;0.278;0.031
1983-10;0.176;0.299;0.360;0.090;0.037;0.079;0.139;0.061;0.278;0.031
1983-11;0.280;0.358;0.274;0.087;0.080;0.083;0.138;0.061;0.272;0.032
1983-12;0.527;0.348;0.141;0.087;0.092;0.078;0.130;0.059;0.282;0.031
1984-01;0.684;0.184;-0.174;0.085;0.125;0.079;0.156;0.054;0.274;0.031
1984-02;-1.633;0.364;-0.283;0.087;0.126;0.073;0.162;0.055;0.274;0.032
1984-03;-1.837;0.242;-0.484;0.076;0.129;0.074;0.180;0.057;0.283;0.031
1984-04;-0.389;0.336;-0.477;0.083;0.164;0.079;0.184;0.057;0.278;0.031
1984-05;-2.715;0.204;-0.266;0.078;0.186;0.074;0.204;0.055;0.286;0.032
1984-06;-0.429;0.333;-0.258;0.088;0.190;0.077;0.199;0.056;0.295;0.033
1984-07;0.759;0.343;-0.750;0.122;0.087;0.081;0.211;0.057;0.311;0.033
1984-08;0.170;0.172;-0.631;0.158;0.069;0.080;0.231;0.058;0.318;0.032
1984-09;-1.395;0.197;-0.629;0.158;0.053;0.081;0.232;0.060;0.320;0.033
1984-10;0.253;0.236;-0.537;0.153;0.080;0.075;0.230;0.060;0.342;0.033
1984-11;2.812;0.606;-0.369;0.149;0.038;0.072;0.232;0.063;0.355;0.034
1984-12;0.627;0.430;-0.404;0.156;-0.002;0.073;0.232;0.067;0.354;0.036
1985-01;-5.222;0.608;-0.335;0.143;-0.024;0.070;0.242;0.072;0.343;0.037
1985-02;-0.201;0.526;-0.330;0.141;-0.004;0.070;0.262;0.070;0.351;0.036
1985-03;-1.819;0.191;-0.049;0.152;0.017;0.067;0.282;0.068;0.352;0.035
1985-04;0.720;0.214;0.031;0.187;0.052;0.066;0.288;0.068;0.356;0.034
1985-05;-0.699;0.208;-0.449;0.158;0.038;0.067;0.322;0.065;0.360;0.034
1985-06;-0.848;0.227;-0.373;0.116;0.051;0.074;0.334;0.065;0.363;0.034
1985-07;1.580;0.250;0.080;0.069;0.083;0.071;0.359;0.065;0.373;0.034
1985-08;0.229;0.287;-0.265;0.082;0.127;0.067;0.367;0.062;0.373;0.035
